name,party,race_type,date,state,district,incumbent,incumbent_first_elected,pct
james j condit jr,o,house,6/7/16 0:00,OH,8,john boehner,1990,2.2
dwight evans,d,house,11/8/16 0:00,PA,2,chaka fattah,1994,90.2
james jones,r,house,11/8/16 0:00,PA,2,chaka fattah,1994,9.8
colleen hanabusa,d,house,11/8/16 0:00,HI,1,mark takai,2014,60.5
shirlene delacruz ostrov,r,house,11/8/16 0:00,HI,1,mark takai,2014,20.6
james comer,r,house,11/8/16 0:00,KY,1,ed whitfield,1994,72.2
samuel l gaskins,d,house,11/8/16 0:00,KY,1,ed whitfield,1994,27.8
bradley byrne,r,house,11/8/16 0:00,AL,1,bradley byrne,2013,96.4
martha roby,r,house,11/8/16 0:00,AL,2,martha roby,2010,48.8
nathan mathis,d,house,11/8/16 0:00,AL,2,martha roby,2010,40.5
mike rogers,r,house,11/8/16 0:00,AL,3,mike rogers,2002,66.9
jesse smith,d,house,11/8/16 0:00,AL,3,mike rogers,2002,32.9
robert aderholt,r,house,11/8/16 0:00,AL,4,robert aderholt,1996,98.5
mo brooks,r,house,11/8/16 0:00,AL,5,mo brooks,2010,66.7
will boyd,d,house,11/8/16 0:00,AL,5,mo brooks,2010,33.2
gary palmer,r,house,11/8/16 0:00,AL,6,gary palmer,2014,74.5
david putman,d,house,11/8/16 0:00,AL,6,gary palmer,2014,25.4
terri sewell,d,house,11/8/16 0:00,AL,7,terri sewell,2010,98.4
don young,r,house,11/8/16 0:00,AK,0,don young,1972,50.3
steve lindbeck,d,house,11/8/16 0:00,AK,0,don young,1972,36
jim c mcdermott,o,house,11/8/16 0:00,AK,0,don young,1972,10.3
bernie souphanavong,o,house,11/8/16 0:00,AK,0,don young,1972,3
tom ohalleran,d,house,11/8/16 0:00,AZ,1,ann kirkpatrick,2012,50.7
paul babeu,r,house,11/8/16 0:00,AZ,1,ann kirkpatrick,2012,43.4
ray parrish,o,house,11/8/16 0:00,AZ,1,ann kirkpatrick,2012,6
martha mcsally,r,house,11/8/16 0:00,AZ,2,martha mcsally,2014,57
matt heinz,d,house,11/8/16 0:00,AZ,2,martha mcsally,2014,43
raul grijalva,d,house,11/8/16 0:00,AZ,3,raul grijalva,2002,63.39
paul gosar,r,house,11/8/16 0:00,AZ,4,paul gosar,2010,71.5
mikel weisser,d,house,11/8/16 0:00,AZ,4,paul gosar,2010,28.5
andy biggs,r,house,11/8/16 0:00,AZ,5,matt salmon,2012,64.1
talia fuentes,d,house,11/8/16 0:00,AZ,5,matt salmon,2012,35.9
david schweikert,r,house,11/8/16 0:00,AZ,6,david schweikert,2010,62.1
w john williamson,d,house,11/8/16 0:00,AZ,6,david schweikert,2010,37.9
ruben gallego,d,house,11/8/16 0:00,AZ,7,ruben gallego,2014,75.2
eve nunez,r,house,11/8/16 0:00,AZ,7,ruben gallego,2014,24.7
trent franks,r,house,11/8/16 0:00,AZ,8,trent franks,2002,68.5
mark salazar,o,house,11/8/16 0:00,AZ,8,trent franks,2002,31.43
kyrsten sinema,d,house,11/8/16 0:00,AZ,9,kyrsten sinema,2012,60.9
dave giles,r,house,11/8/16 0:00,AZ,9,kyrsten sinema,2012,39.1
rick crawford,r,house,11/8/16 0:00,AR,1,rick crawford,2010,76.3
mark west,o,house,11/8/16 0:00,AR,1,rick crawford,2010,23.7
french hill,r,house,11/8/16 0:00,AR,2,french hill,2014,58.4
dianne curry,d,house,11/8/16 0:00,AR,2,french hill,2014,36.8
chris hayes,o,house,11/8/16 0:00,AR,2,french hill,2014,4.7
steve womack,r,house,11/8/16 0:00,AR,3,steve womack,2010,77.3
steve isaacson,o,house,11/8/16 0:00,AR,3,steve womack,2010,22.7
bruce westerman,r,house,11/8/16 0:00,AR,4,bruce westerman,2014,74.9
kerry hicks,o,house,11/8/16 0:00,AR,4,bruce westerman,2014,25.1
doug lamalfa,r,house,11/8/16 0:00,CA,1,doug lamalfa,2012,59.1
jim reed,d,house,11/8/16 0:00,CA,1,doug lamalfa,2012,40.9
jared huffman,d,house,11/8/16 0:00,CA,2,jared huffman,2012,76.9
dale mensing,r,house,11/8/16 0:00,CA,2,jared huffman,2012,23.1
john garamendi,d,house,11/8/16 0:00,CA,3,john garamendi,2009,59.4
eugene cleek,r,house,11/8/16 0:00,CA,3,john garamendi,2009,40.6
tom mcclintock,r,house,11/8/16 0:00,CA,4,tom mcclintock,2008,62.7
bob derlet,d,house,11/8/16 0:00,CA,4,tom mcclintock,2008,37.3
mike thompson,d,house,11/8/16 0:00,CA,5,mike thompson,1998,76.9
carlos santamaria,r,house,11/8/16 0:00,CA,5,mike thompson,1998,23.1
doris matsui,d,house,11/8/16 0:00,CA,6,doris matsui,2005,75.4
bob evans,r,house,11/8/16 0:00,CA,6,doris matsui,2005,24.6
ami bera,d,house,11/8/16 0:00,CA,7,ami bera,2012,51.2
scott jones,r,house,11/8/16 0:00,CA,7,ami bera,2012,48.8
paul cook,r,house,11/8/16 0:00,CA,8,paul cook,2012,62.3
rita ramirez,d,house,11/8/16 0:00,CA,8,paul cook,2012,37.7
jerry mcnerney,d,house,11/8/16 0:00,CA,9,jerry mcnerney,2006,57.4
tony amador,r,house,11/8/16 0:00,CA,9,jerry mcnerney,2006,42.6
jeff denham,r,house,11/8/16 0:00,CA,10,jeff denham,2010,51.7
michael eggman,d,house,11/8/16 0:00,CA,10,jeff denham,2010,48.3
mark desaulnier,d,house,11/8/16 0:00,CA,11,mark desaulnier,2014,72.1
roger petersen,r,house,11/8/16 0:00,CA,11,mark desaulnier,2014,27.9
nancy pelosi,d,house,11/8/16 0:00,CA,12,nancy pelosi,1987,80.9
barbara lee,d,house,11/8/16 0:00,CA,13,barbara lee,1998,90.8
sue caro,r,house,11/8/16 0:00,CA,13,barbara lee,1998,9.2
jackie speier,d,house,11/8/16 0:00,CA,14,jackie speier,2008,80.9
angel cardenas,r,house,11/8/16 0:00,CA,14,jackie speier,2008,19.1
eric swalwell,d,house,11/8/16 0:00,CA,15,eric swalwell,2012,73.8
danny turner,r,house,11/8/16 0:00,CA,15,eric swalwell,2012,26.2
jim costa,d,house,11/8/16 0:00,CA,16,jim costa,2004,58
johnny tacherra,r,house,11/8/16 0:00,CA,16,jim costa,2004,42
ro khanna,d,house,11/8/16 0:00,CA,17,mike honda,2000,61
mike honda,d,house,11/8/16 0:00,CA,17,mike honda,2000,39
anna eshoo,d,house,11/8/16 0:00,CA,18,anna eshoo,1992,71.1
richard fox,r,house,11/8/16 0:00,CA,18,anna eshoo,1992,28.9
zoe lofgren,d,house,11/8/16 0:00,CA,19,zoe lofgren,1994,73.9
g burt lancaster,r,house,11/8/16 0:00,CA,19,zoe lofgren,1994,26.1
jimmy panetta,d,house,11/8/16 0:00,CA,20,sam farr,1993,70.8
casey lucius,r,house,11/8/16 0:00,CA,20,sam farr,1993,29.2
david valadao,r,house,11/8/16 0:00,CA,21,david valadao,2012,56.7
emilio huerta,d,house,11/8/16 0:00,CA,21,david valadao,2012,43.3
devin nunes,r,house,11/8/16 0:00,CA,22,devin nunes,2002,67.6
louie campos,d,house,11/8/16 0:00,CA,22,devin nunes,2002,32.4
kevin mccarthy,r,house,11/8/16 0:00,CA,23,kevin mccarthy,2006,69.2
wendy reed,d,house,11/8/16 0:00,CA,23,kevin mccarthy,2006,30.8
salud carbajal,d,house,11/8/16 0:00,CA,24,lois capps,1998,53.4
justin fareed,r,house,11/8/16 0:00,CA,24,lois capps,1998,46.6
steve knight,r,house,11/8/16 0:00,CA,25,steve knight,2014,53.1
bryan caforio,d,house,11/8/16 0:00,CA,25,steve knight,2014,46.9
julia brownley,d,house,11/8/16 0:00,CA,26,julia brownley,2012,60.4
rafael dagnesses,r,house,11/8/16 0:00,CA,26,julia brownley,2012,39.6
judy chu,d,house,11/8/16 0:00,CA,27,judy chu,2009,67.4
jack orswell,r,house,11/8/16 0:00,CA,27,judy chu,2009,32.6
adam schiff,d,house,11/8/16 0:00,CA,28,adam schiff,2000,78
lenore solis,r,house,11/8/16 0:00,CA,28,adam schiff,2000,22
tony cardenas,d,house,11/8/16 0:00,CA,29,tony cardenas,2012,74.7
richard alarcon,d,house,11/8/16 0:00,CA,29,tony cardenas,2012,25.3
brad sherman,d,house,11/8/16 0:00,CA,30,brad sherman,1996,72.6
mark reed,r,house,11/8/16 0:00,CA,30,brad sherman,1996,27.4
pete aguilar,d,house,11/8/16 0:00,CA,31,pete aguilar,2014,56.1
paul chabot,r,house,11/8/16 0:00,CA,31,pete aguilar,2014,43.9
grace napolitano,d,house,11/8/16 0:00,CA,32,grace napolitano,1998,61.6
roger hernandez,d,house,11/8/16 0:00,CA,32,grace napolitano,1998,38.4
ted lieu,d,house,11/8/16 0:00,CA,33,ted lieu,2014,66.4
kenneth wright,r,house,11/8/16 0:00,CA,33,ted lieu,2014,33.6
xavier becerra,d,house,11/8/16 0:00,CA,34,xavier becerra,1992,77.2
adrienne edwards,d,house,11/8/16 0:00,CA,34,xavier becerra,1992,22.8
norma torres,d,house,11/8/16 0:00,CA,35,norma torres,2014,72.4
tyler fischella,r,house,11/8/16 0:00,CA,35,norma torres,2014,27.6
raul ruiz,d,house,11/8/16 0:00,CA,36,raul ruiz,2012,62.1
jeff stone,r,house,11/8/16 0:00,CA,36,raul ruiz,2012,37.9
karen bass,d,house,11/8/16 0:00,CA,37,karen bass,2010,81.1
chris wiggins,d,house,11/8/16 0:00,CA,37,karen bass,2010,18.9
linda sanchez,d,house,11/8/16 0:00,CA,38,linda sanchez,2002,70.5
ryan downing,r,house,11/8/16 0:00,CA,38,linda sanchez,2002,29.5
ed royce,r,house,11/8/16 0:00,CA,39,ed royce,1992,57.2
brett murdock,d,house,11/8/16 0:00,CA,39,ed royce,1992,42.8
lucille roybalallard,d,house,11/8/16 0:00,CA,40,lucille roybalallard,1992,71.4
mark takano,d,house,11/8/16 0:00,CA,41,mark takano,2012,65
doug shepherd,r,house,11/8/16 0:00,CA,41,mark takano,2012,35
ken calvert,r,house,11/8/16 0:00,CA,42,ken calvert,1992,58.8
tim sheridan,d,house,11/8/16 0:00,CA,42,ken calvert,1992,41.2
maxine waters,d,house,11/8/16 0:00,CA,43,maxine waters,1990,76.1
omar navarro,r,house,11/8/16 0:00,CA,43,maxine waters,1990,23.9
nanette barragan,d,house,11/8/16 0:00,CA,44,janice hahn,2011,52.2
isadore hall iii,d,house,11/8/16 0:00,CA,44,janice hahn,2011,47.8
mimi walters,r,house,11/8/16 0:00,CA,45,mimi walters,2014,58.6
ron varasteh,d,house,11/8/16 0:00,CA,45,mimi walters,2014,41.4
lou correa,d,house,11/8/16 0:00,CA,46,loretta sanchez,1996,70
bao nguyen,d,house,11/8/16 0:00,CA,46,loretta sanchez,1996,30
alan lowenthal,d,house,11/8/16 0:00,CA,47,alan lowenthal,2012,63.7
andy whallon,r,house,11/8/16 0:00,CA,47,alan lowenthal,2012,36.3
dana rohrabacher,r,house,11/8/16 0:00,CA,48,dana rohrabacher,1988,58.3
suzanne savary,d,house,11/8/16 0:00,CA,48,dana rohrabacher,1988,41.7
darrell issa,r,house,11/8/16 0:00,CA,49,darrell issa,2000,50.3
doug applegate,d,house,11/8/16 0:00,CA,49,darrell issa,2000,49.7
duncan d hunter,r,house,11/8/16 0:00,CA,50,duncan d hunter,2008,63.5
patrick malloy,d,house,11/8/16 0:00,CA,50,duncan d hunter,2008,36.5
juan vargas,d,house,11/8/16 0:00,CA,51,juan vargas,2012,72.8
juan hidalgo,r,house,11/8/16 0:00,CA,51,juan vargas,2012,27.2
scott peters,d,house,11/8/16 0:00,CA,52,scott peters,2012,56.5
denise gitsham,r,house,11/8/16 0:00,CA,52,scott peters,2012,43.5
susan davis,d,house,11/8/16 0:00,CA,53,susan davis,2000,67
james veltmeyer,r,house,11/8/16 0:00,CA,53,susan davis,2000,33
diana degette,d,house,11/8/16 0:00,CO,1,diana degette,1996,67.9
casper stockham,r,house,11/8/16 0:00,CO,1,diana degette,1996,27.7
darrell dinges,o,house,11/8/16 0:00,CO,1,diana degette,1996,4.4
jared polis,d,house,11/8/16 0:00,CO,2,jared polis,2008,56.9
nic morse,r,house,11/8/16 0:00,CO,2,jared polis,2008,37.2
richard longstreth,o,house,11/8/16 0:00,CO,2,jared polis,2008,5.9
scott tipton,r,house,11/8/16 0:00,CO,3,scott tipton,2010,54.6
gail schwartz,d,house,11/8/16 0:00,CO,3,scott tipton,2010,40.4
gaylon kent,o,house,11/8/16 0:00,CO,3,scott tipton,2010,5
ken buck,r,house,11/8/16 0:00,CO,4,ken buck,2014,63.6
bob seay,d,house,11/8/16 0:00,CO,4,ken buck,2014,31.5
bruce griffith,o,house,11/8/16 0:00,CO,4,ken buck,2014,4.8
doug lamborn,r,house,11/8/16 0:00,CO,5,doug lamborn,2006,62.3
misty plowright,d,house,11/8/16 0:00,CO,5,doug lamborn,2006,30.8
mike mcredmond,o,house,11/8/16 0:00,CO,5,doug lamborn,2006,6.9
mike coffman,r,house,11/8/16 0:00,CO,6,mike coffman,2008,50.9
morgan carroll,d,house,11/8/16 0:00,CO,6,mike coffman,2008,42.6
norm olsen,o,house,11/8/16 0:00,CO,6,mike coffman,2008,5
robert lee worthey,o,house,11/8/16 0:00,CO,6,mike coffman,2008,1.5
ed perlmutter,d,house,11/8/16 0:00,CO,7,ed perlmutter,2006,55.2
george athanasopoulos,r,house,11/8/16 0:00,CO,7,ed perlmutter,2006,39.8
martin buchanan,o,house,11/8/16 0:00,CO,7,ed perlmutter,2006,5
john larson,d,house,11/8/16 0:00,CT,1,john larson,1998,64.1
matthew corey,r,house,11/8/16 0:00,CT,1,john larson,1998,33.8
mike derosa,o,house,11/8/16 0:00,CT,1,john larson,1998,2.11
joe courtney,d,house,11/8/16 0:00,CT,2,joe courtney,2006,63.2
daria novak,r,house,11/8/16 0:00,CT,2,joe courtney,2006,33.7
dan reale,o,house,11/8/16 0:00,CT,2,joe courtney,2006,1.5
jonathan pelto,o,house,11/8/16 0:00,CT,2,joe courtney,2006,1.6
rosa delauro,d,house,11/8/16 0:00,CT,3,rosa delauro,1990,69
angel cadena,r,house,11/8/16 0:00,CT,3,rosa delauro,1990,31
jim himes,d,house,11/8/16 0:00,CT,4,jim himes,2008,59.9
john shaban,r,house,11/8/16 0:00,CT,4,jim himes,2008,40.1
elizabeth esty,d,house,11/8/16 0:00,CT,5,elizabeth esty,2012,58
clay cope,r,house,11/8/16 0:00,CT,5,elizabeth esty,2012,42
john pistone,o,house,11/8/16 0:00,CT,5,elizabeth esty,2012,0.01
lisa blunt rochester,d,house,11/8/16 0:00,DE,0,john carney,2010,55.5
hans reigle,r,house,11/8/16 0:00,DE,0,john carney,2010,41
scott gesty,o,house,11/8/16 0:00,DE,0,john carney,2010,1.5
mark perri,o,house,11/8/16 0:00,DE,0,john carney,2010,2
matt gaetz,r,house,11/8/16 0:00,FL,1,jeff miller,2001,69.1
steven specht,d,house,11/8/16 0:00,FL,1,jeff miller,2001,30.9
neal dunn,r,house,11/8/16 0:00,FL,2,gwen graham,2014,67.3
walter dartland,d,house,11/8/16 0:00,FL,2,gwen graham,2014,29.9
rob lapham,o,house,11/8/16 0:00,FL,2,gwen graham,2014,2.7
ted yoho,r,house,11/8/16 0:00,FL,3,ted yoho,2012,56.6
ken mcgurn,d,house,11/8/16 0:00,FL,3,ted yoho,2012,39.8
john rutherford,r,house,11/8/16 0:00,FL,4,ander crenshaw,2000,70.2
david e bruderly,d,house,11/8/16 0:00,FL,4,ander crenshaw,2000,27.6
al lawson,d,house,11/8/16 0:00,FL,5,corrine brown,1992,64.2
glo smith,r,house,11/8/16 0:00,FL,5,corrine brown,1992,35.8
ron desantis,r,house,11/8/16 0:00,FL,6,ron desantis,2012,58.6
bill mccullough,d,house,11/8/16 0:00,FL,6,ron desantis,2012,41.4
stephanie murphy,d,house,11/8/16 0:00,FL,7,john mica,1992,51.5
john mica,r,house,11/8/16 0:00,FL,7,john mica,1992,48.5
bill posey,r,house,11/8/16 0:00,FL,8,bill posey,2008,63.1
corry westbrook,d,house,11/8/16 0:00,FL,8,bill posey,2008,32.6
darren soto,d,house,11/8/16 0:00,FL,9,alan grayson,2012,57.5
wayne liebnitzky,r,house,11/8/16 0:00,FL,9,alan grayson,2012,42.5
val demings,d,house,11/8/16 0:00,FL,10,dan webster,2010,64.9
thuy lowe,r,house,11/8/16 0:00,FL,10,dan webster,2010,35.1
dan webster,r,house,11/8/16 0:00,FL,11,rich nugent,2010,65.4
dave koller,d,house,11/8/16 0:00,FL,11,rich nugent,2010,31.6
gus bilirakis,r,house,11/8/16 0:00,FL,12,gus bilirakis,2006,68.6
robert tager,d,house,11/8/16 0:00,FL,12,gus bilirakis,2006,31.4
charlie crist,d,house,11/8/16 0:00,FL,13,david jolly,2014,51.9
david jolly,r,house,11/8/16 0:00,FL,13,david jolly,2014,48.1
kathy castor,d,house,11/8/16 0:00,FL,14,kathy castor,2006,61.8
christine quinn,r,house,11/8/16 0:00,FL,14,kathy castor,2006,38.2
dennis ross,r,house,11/8/16 0:00,FL,15,dennis ross,2010,57.5
jim lange,d,house,11/8/16 0:00,FL,15,dennis ross,2010,42.5
vern buchanan,r,house,11/8/16 0:00,FL,16,vern buchanan,2006,59.8
jan schneider,d,house,11/8/16 0:00,FL,16,vern buchanan,2006,40.2
tom rooney,r,house,11/8/16 0:00,FL,17,tom rooney,2008,61.8
april freeman,d,house,11/8/16 0:00,FL,17,tom rooney,2008,34.2
brian mast,r,house,11/8/16 0:00,FL,18,patrick murphy,2012,53.6
randy perkins,d,house,11/8/16 0:00,FL,18,patrick murphy,2012,43.1
francis rooney,r,house,11/8/16 0:00,FL,19,curt clawson,2014,65.9
robert neeld,d,house,11/8/16 0:00,FL,19,curt clawson,2014,34.1
alcee hastings,d,house,11/8/16 0:00,FL,20,alcee hastings,1992,80.3
gary stein,r,house,11/8/16 0:00,FL,20,alcee hastings,1992,19.7
lois frankel,d,house,11/8/16 0:00,FL,21,ted deutch,2010,62.7
paul spain,r,house,11/8/16 0:00,FL,21,ted deutch,2010,35.1
ted deutch,d,house,11/8/16 0:00,FL,22,lois frankel,2012,58.9
andrea leigh mcgee,r,house,11/8/16 0:00,FL,22,lois frankel,2012,41.1
debbie wasserman schultz,d,house,11/8/16 0:00,FL,23,debbie wasserman schultz,2004,56.7
joe kaufman,r,house,11/8/16 0:00,FL,23,debbie wasserman schultz,2004,40.5
frederica wilson,d,house,11/8/16 0:00,FL,24,frederica wilson,2010,100
mario diazbalart,r,house,11/8/16 0:00,FL,25,mario diazbalart,2002,62.4
alina valdes,d,house,11/8/16 0:00,FL,25,mario diazbalart,2002,37.6
carlos curbelo,r,house,11/8/16 0:00,FL,26,carlos curbelo,2014,53
joe garcia,d,house,11/8/16 0:00,FL,26,carlos curbelo,2014,41.2
ileana roslehtinen,r,house,11/8/16 0:00,FL,27,ileana roslehtinen,1989,54.9
scott fuhrman,d,house,11/8/16 0:00,FL,27,ileana roslehtinen,1989,45.1
buddy carter,r,house,11/8/16 0:00,GA,1,buddy carter,2014,100
sanford bishop,d,house,11/8/16 0:00,GA,2,sanford bishop,1992,61.2
greg duke,r,house,11/8/16 0:00,GA,2,sanford bishop,1992,38.8
drew ferguson,r,house,11/8/16 0:00,GA,3,lynn westmoreland,2004,68.4
angela pendley,d,house,11/8/16 0:00,GA,3,lynn westmoreland,2004,31.6
hank johnson,d,house,11/8/16 0:00,GA,4,hank johnson,2006,75.7
victor armendariz,r,house,11/8/16 0:00,GA,4,hank johnson,2006,24.3
john lewis,d,house,11/8/16 0:00,GA,5,john lewis,1986,84.4
douglas bell,r,house,11/8/16 0:00,GA,5,john lewis,1986,15.6
tom price,r,house,11/8/16 0:00,GA,6,tom price,2004,61.7
rodney stooksbury,d,house,11/8/16 0:00,GA,6,tom price,2004,38.3
rob woodall,r,house,11/8/16 0:00,GA,7,rob woodall,2010,60.4
rashid malik,d,house,11/8/16 0:00,GA,7,rob woodall,2010,39.6
austin scott,r,house,11/8/16 0:00,GA,8,austin scott,2010,67.6
james harris,d,house,11/8/16 0:00,GA,8,austin scott,2010,32.4
doug collins,r,house,11/8/16 0:00,GA,9,doug collins,2012,100
jody hice,r,house,11/8/16 0:00,GA,10,jody hice,2014,100
barry loudermilk,r,house,11/8/16 0:00,GA,11,barry loudermilk,2014,67.4
don wilson,d,house,11/8/16 0:00,GA,11,barry loudermilk,2014,32.6
rick allen,r,house,11/8/16 0:00,GA,12,rick allen,2014,61.6
tricia mccracken,d,house,11/8/16 0:00,GA,12,rick allen,2014,38.4
david scott,d,house,11/8/16 0:00,GA,13,david scott,2002,100
tom graves,r,house,11/8/16 0:00,GA,14,tom graves,2010,100
colleen hanabusa,d,house,11/8/16 0:00,HI,1,mark takai,2014,71.9
shirlene d ostrov,r,house,11/8/16 0:00,HI,1,mark takai,2014,22.7
alan yim,o,house,11/8/16 0:00,HI,1,mark takai,2014,3.3
tulsi gabbard,d,house,11/8/16 0:00,HI,2,tulsi gabbard,2012,81.2
angela kaaihue,r,house,11/8/16 0:00,HI,2,tulsi gabbard,2012,18.8
raul labrador,r,house,11/8/16 0:00,ID,1,raul labrador,2010,68.2
james piotrowski,d,house,11/8/16 0:00,ID,1,raul labrador,2010,31.8
mike simpson,r,house,11/8/16 0:00,ID,2,mike simpson,1998,62.9
jennifer martinez,d,house,11/8/16 0:00,ID,2,mike simpson,1998,29.4
bobby rush,d,house,11/8/16 0:00,IL,1,bobby rush,1992,74.1
august deuser,r,house,11/8/16 0:00,IL,1,bobby rush,1992,25.9
robin kelly,d,house,11/8/16 0:00,IL,2,robin kelly,2013,79.8
john morrow,r,house,11/8/16 0:00,IL,2,robin kelly,2013,20.2
dan lipinski,d,house,11/8/16 0:00,IL,3,dan lipinski,2004,100
luis gutierrez,d,house,11/8/16 0:00,IL,4,luis gutierrez,1992,100
mike quigley,d,house,11/8/16 0:00,IL,5,mike quigley,2008,67.8
vince kolber,r,house,11/8/16 0:00,IL,5,mike quigley,2008,27.5
rob sherman,o,house,11/8/16 0:00,IL,5,mike quigley,2008,4.7
peter roskam,r,house,11/8/16 0:00,IL,6,peter roskam,2006,59.2
amanda howland,d,house,11/8/16 0:00,IL,6,peter roskam,2006,40.8
danny davis,d,house,11/8/16 0:00,IL,7,danny davis,1996,84.2
jeffrey leef,r,house,11/8/16 0:00,IL,7,danny davis,1996,15.8
raja krishnamoorthi,d,house,11/8/16 0:00,IL,8,tammy duckworth,2012,58.3
pete dicianni,r,house,11/8/16 0:00,IL,8,tammy duckworth,2012,41.7
jan schakowsky,d,house,11/8/16 0:00,IL,9,jan schakowsky,1998,66.5
joan mccarthy lasonde,r,house,11/8/16 0:00,IL,9,jan schakowsky,1998,33.5
brad schneider,d,house,11/8/16 0:00,IL,10,bob dold,2014,52.6
bob dold,r,house,11/8/16 0:00,IL,10,bob dold,2014,47.4
bill foster,d,house,11/8/16 0:00,IL,11,bill foster,2012,60.4
tonia khouri,r,house,11/8/16 0:00,IL,11,bill foster,2012,39.6
mike bost,r,house,11/8/16 0:00,IL,12,mike bost,2014,54.3
cj baricevic,d,house,11/8/16 0:00,IL,12,mike bost,2014,39.7
paula bradshaw,o,house,11/8/16 0:00,IL,12,mike bost,2014,6
rodney davis,r,house,11/8/16 0:00,IL,13,rodney davis,2012,59.7
mark wicklund,d,house,11/8/16 0:00,IL,13,rodney davis,2012,40.3
randy hultgren,r,house,11/8/16 0:00,IL,14,randy hultgren,2010,59.3
jim walz,d,house,11/8/16 0:00,IL,14,randy hultgren,2010,40.7
john shimkus,r,house,11/8/16 0:00,IL,15,john shimkus,1996,100
adam kinzinger,r,house,11/8/16 0:00,IL,16,adam kinzinger,2010,99.9
cheri bustos,d,house,11/8/16 0:00,IL,17,cheri bustos,2012,60.3
patrick harlan,r,house,11/8/16 0:00,IL,17,cheri bustos,2012,39.7
darin lahood,r,house,11/8/16 0:00,IL,18,darin lahood,2015,72.1
junius rodriguez,d,house,11/8/16 0:00,IL,18,darin lahood,2015,27.9
pete visclosky,d,house,11/8/16 0:00,IN,1,pete visclosky,1984,81.5
donna dunn,o,house,11/8/16 0:00,IN,1,pete visclosky,1984,18.5
jackie walorski,r,house,11/8/16 0:00,IN,2,jackie walorski,2012,59.3
lynn coleman,d,house,11/8/16 0:00,IN,2,jackie walorski,2012,36.9
ron cenkush,o,house,11/8/16 0:00,IN,2,jackie walorski,2012,3.8
jim banks,r,house,11/8/16 0:00,IN,3,marlin stutzman,2010,70.1
tommy schrader,d,house,11/8/16 0:00,IN,3,marlin stutzman,2010,23
pepper snyder,o,house,11/8/16 0:00,IN,3,marlin stutzman,2010,6.9
todd rokita,r,house,11/8/16 0:00,IN,4,todd rokita,2010,64.6
john dale,d,house,11/8/16 0:00,IN,4,todd rokita,2010,30.5
steven mayoras,o,house,11/8/16 0:00,IN,4,todd rokita,2010,4.9
susan brooks,r,house,11/8/16 0:00,IN,5,susan brooks,2012,61.5
angela demaree,d,house,11/8/16 0:00,IN,5,susan brooks,2012,34.3
matthew wittlief,o,house,11/8/16 0:00,IN,5,susan brooks,2012,4.2
luke messer,r,house,11/8/16 0:00,IN,6,luke messer,2012,69.1
barry welsh,d,house,11/8/16 0:00,IN,6,luke messer,2012,26.7
rich turvey,o,house,11/8/16 0:00,IN,6,luke messer,2012,4.2
andre carson,d,house,11/8/16 0:00,IN,7,andre carson,2008,60
cat ping,r,house,11/8/16 0:00,IN,7,andre carson,2008,35.7
drew thompson,o,house,11/8/16 0:00,IN,7,andre carson,2008,4.3
larry bucshon,r,house,11/8/16 0:00,IN,8,larry bucshon,2010,63.7
ron drake,d,house,11/8/16 0:00,IN,8,larry bucshon,2010,31.7
andrew horning,o,house,11/8/16 0:00,IN,8,larry bucshon,2010,4.6
trey hollingsworth,r,house,11/8/16 0:00,IN,9,todd young,2010,54.1
shelli yoder,d,house,11/8/16 0:00,IN,9,todd young,2010,40.5
russell brooksbank,o,house,11/8/16 0:00,IN,9,todd young,2010,5.4
rod blum,r,house,11/8/16 0:00,IA,1,rod blum,2014,53.8
monica vernon,d,house,11/8/16 0:00,IA,1,rod blum,2014,46.2
dave loebsack,d,house,11/8/16 0:00,IA,2,dave loebsack,2006,53.7
christopher peters,r,house,11/8/16 0:00,IA,2,dave loebsack,2006,46.3
david young,r,house,11/8/16 0:00,IA,3,david young,2014,53.5
jim mowrer,d,house,11/8/16 0:00,IA,3,david young,2014,39.8
bryan jack holder,o,house,11/8/16 0:00,IA,3,david young,2014,
